File,Number of Operators,B+ Execution Time,Secondary Execution Time,B-Tree Execution Time,Clustering Execution Time,B+ Average Score,Secondary Average Score,B-Tree Average Score,Clustering Average Score,B+ Max Score,Secondary Max Score,B-Tree Max Score,Clustering Max Score
MathArticles/wpmath0000005/Brent's_method/11.xml,1,2641.1757469177246,15504.635095596313,2562.828779220581,15192.670822143555,0.8130625,0.8141671618142207,0.8130625,0.8141671618142207,1,1,1,1
MathArticles/wpmath0000006/Symmetric_game/0.xml,3,2891.386032104492,65449.07355308533,2890.9692764282227,64382.967710494995,1,1,1,1,1,1,1,1
MathArticles/wpmath0000003/Pseudo-spectral_method/70.xml,10,766.7467594146729,150307.28340148926,781.6386222839355,148134.8011493683,0.6756333909608537,0.8278366776585598,0.6756333909608537,0.8278366776585598,1,1,1,1
MathArticles/wpmath0000016/Orientation_of_a_vector_bundle/5.xml,16,637.2158527374268,172180.99212646484,718.7480926513672,170068.2234764099,0.6037038457151158,0.7070719981145185,0.6037038457151158,0.7070719981145185,1,1,1,1
MathArticles/wpmath0000005/Trajectory_of_a_projectile/144.xml,3,3777.5871753692627,74027.13465690613,3659.8892211914062,73104.43139076233,1,1,1,1,1,1,1,1
MathArticles/wpmath0000007/Krasovskii–LaSalle_principle/18.xml,3,592.3118591308594,69730.31258583069,625.0009536743164,69167.84858703613,1,1,1,1,1,1,1,1
MathArticles/wpmath0000012/Mechanics_of_planar_particle_motion/78.xml,2,310.0459575653076,578.1373977661133,391.10350608825684,718.6675071716309,0.5667857037365234,0.7826388888888889,0.5667857037365234,0.7826388888888889,1,1,1,1
MathArticles/wpmath0000012/Sectrix_of_Maclaurin/111.xml,3,2014.601230621338,56604.50792312622,1985.5055809020996,55908.562660217285,1,1,1,1,1,1,1,1
MathArticles/wpmath0000016/Jost_function/20.xml,16,937.7012252807617,53374.78494644165,875.1044273376465,53022.5727558136,0.6120650669081713,0.7030441811756416,0.6120650669081713,0.7030441811756416,1,1,1,1
MathArticles/wpmath0000008/Epsilon_Eridani_in_fiction/0.xml,1,263.6997699737549,93.74570846557617,281.19850158691406,78.09090614318848,1,1,1,1,1,1,1,1
MathArticles/wpmath0000014/Streeter–Phelps_equation/23.xml,10,1470.4244136810303,59753.392696380615,1453.1242847442627,59708.744287490845,0.581280958530699,0.6680621526849634,0.581280958530699,0.6680621526849634,1,1,1,1
MathArticles/wpmath0000007/Large_deviations_theory/3.xml,4,761.9364261627197,60292.05250740051,781.682014465332,60614.04991149902,0.8668248553248553,0.9364415808917024,0.8668248553248553,0.9364415808917024,1,1,1,1
MathArticles/wpmath0000016/Spherical_wave_transformation/47.xml,20,1031.7506790161133,63332.695960998535,953.3028602600098,63336.50231361389,0.5659701365242699,0.6193385954191748,0.5659701365242699,0.6193385954191748,1,1,1,1
MathArticles/wpmath0000001/Finite_field/120.xml,5,2750.580310821533,19943.572282791138,2721.1716175079346,19897.067546844482,0.881982121651933,0.8934138709874003,0.881982121651933,0.8934138709874003,1,1,1,1
MathArticles/wpmath0000013/Arcsine_distribution/11.xml,7,878.5014152526855,104867.22373962402,875.0038146972656,104821.71034812927,0.7359461709100665,0.8244017989618312,0.7359461709100665,0.8244017989618312,1,1,1,1
MathArticles/wpmath0000002/Structural_analysis/9.xml,16,793.1852340698242,49488.83652687073,828.1252384185791,48436.26809120178,0.7086134696981522,0.5522044839549503,0.7086134696981522,0.5522044839549503,1,1,1,1
MathArticles/wpmath0000004/Laguerre_polynomials/22.xml,7,1309.3817234039307,99245.94759941101,1500.6136894226074,98935.99343299866,0.7042049237683027,0.776710551760568,0.7042049237683027,0.776710551760568,1,1,1,1
MathArticles/wpmath0000006/Stress_intensity_factor/79.xml,1,356.3661575317383,62.49523162841797,343.7497615814209,62.5004768371582,1,1,1,1,1,1,1,1
MathArticles/wpmath0000006/Backward-wave_oscillator/0.xml,7,1100.1222133636475,34957.26442337036,1115.6017780303955,34514.899492263794,0.6155918465392138,0.7208829608530802,0.6155918465392138,0.7208829608530802,1,1,1,1
MathArticles/wpmath0000016/Kirkwood–Buff_solution_theory/14.xml,6,5062.074899673462,128259.79399681091,5127.086162567139,127505.74803352356,0.6902108794218058,0.7787065593587547,0.6902108794218058,0.7787065593587547,1,1,1,1
MathArticles/wpmath0000001/Virial_theorem/33.xml,3,1075.800895690918,55084.44261550903,1078.8490772247314,55121.33240699768,0.8067825846447844,0.8665198811308868,0.8067825846447844,0.8665198811308868,1,1,1,1
MathArticles/wpmath0000012/Extremal_length/75.xml,6,732.7163219451904,2907.5450897216797,765.6292915344238,3190.190315246582,0.5528785258310147,0.6959482807010257,0.5528785258310147,0.6959482807010257,1,1,1,1
MathArticles/wpmath0000013/Horton_graph/1.xml,7,3799.0100383758545,41003.32164764404,3720.539093017578,40376.03139877319,0.6101553633119704,0.6792631164537404,0.6101553633119704,0.6792631164537404,1,1,1,1
MathArticles/wpmath0000003/Risk-neutral_measure/38.xml,5,687.5331401824951,52847.4280834198,719.1174030303955,52206.81023597717,0.5790066014029113,0.8840771007084567,0.5790066014029113,0.8840771007084567,1,1,1,1
MathArticles/wpmath0000014/Glossary_of_elementary_quantum_mechanics/8.xml,4,324.63526725769043,7564.685821533203,359.36713218688965,7284.971237182617,0.8498144085644086,1,0.8498144085644086,1,1,1,1,1
MathArticles/wpmath0000004/Bivector/34.xml,4,1417.2618389129639,65234.34519767761,1408.2376956939697,64667.97208786011,0.678101891618842,0.7733427277889594,0.678101891618842,0.7733427277889594,1,1,1,1
MathArticles/wpmath0000014/Static_forces_and_virtual-particle_exchange/124.xml,2,2127.2976398468018,62102.10585594177,2156.787157058716,61353.15299034119,0.627130695255237,0.7945153500327385,0.627130695255237,0.7945153500327385,1,1,1,1
MathArticles/wpmath0000016/Draft_Kleiman's_intersection_theory/9.xml,3,764.9190425872803,1673.2769012451172,765.8579349517822,1578.1238079071045,0.7224329582122754,0.905921052631579,0.7224329582122754,0.905921052631579,1,1,1,1
MathArticles/wpmath0000012/Extremal_length/217.xml,3,3764.8913860321045,74922.53589630127,3672.823667526245,74559.59558486938,1,1,1,1,1,1,1,1
MathArticles/wpmath0000002/Screened_Poisson_equation/14.xml,7,593.8491821289062,1078.6359310150146,625.495433807373,1015.6817436218262,0.5801615475160418,0.637931904665286,0.5801615475160418,0.637931904665286,1,1,1,1
MathArticles/wpmath0000005/Generalized_method_of_moments/34.xml,1,7521.2156772613525,36231.287479400635,7141.7601108551025,35593.528747558594,1,1,1,1,1,1,1,1
MathArticles/wpmath0000008/GHK_flux_equation/10.xml,1,7106.834888458252,35270.86138725281,7393.86773109436,34864.71486091614,1,1,1,1,1,1,1,1
MathArticles/wpmath0000004/Canonical_normal_form/36.xml,3,4125.182628631592,20698.17543029785,4017.160415649414,20104.602098464966,0.9077115987460814,0.9077115987460814,0.9077115987460814,0.9077115987460814,1,1,1,1
MathArticles/wpmath0000003/Quantization_(signal_processing)/28.xml,3,810.4197978973389,1813.7638568878174,937.6611709594727,2012.1777057647705,1,1,1,1,1,1,1,1
MathArticles/wpmath0000004/Semi-minor_axis/10.xml,4,669.1710948944092,48992.37036705017,703.4344673156738,47032.67455101013,0.7467124987621311,0.8859130003360682,0.7467124987621311,0.8859130003360682,1,1,1,1
MathArticles/wpmath0000004/Vibrating_structure_gyroscope/7.xml,4,4734.264850616455,85914.56818580627,4594.509124755859,85649.74880218506,0.5750274173831128,0.7202073927243335,0.5750274173831128,0.7202073927243335,1,1,1,1
MathArticles/wpmath0000007/Elastic_energy/1.xml,3,1012.3076438903809,49310.757875442505,968.963623046875,48826.73907279968,0.8559600476599212,0.9714718152218152,0.8559600476599212,0.9714718152218152,1,1,1,1
MathArticles/wpmath0000005/Variational_Bayesian_methods/182.xml,1,481.31418228149414,656.3725471496582,453.1209468841553,703.453540802002,1,1,1,1,1,1,1,1
MathArticles/wpmath0000007/Plastic_moment/0.xml,4,1372.0712661743164,55762.70627975464,1313.767671585083,55334.272623062134,0.828366402116402,0.8634974632600797,0.828366402116402,0.8634974632600797,1,1,1,1
MathArticles/wpmath0000012/Stokes_boundary_layer/0.xml,10,747.3580837249756,10971.970319747925,750.3106594085693,11669.809341430664,0.6518076349576256,0.7838269940044368,0.6518076349576256,0.7838269940044368,1,1,1,1
MathArticles/wpmath0000013/Size_theory/4.xml,8,560.6739521026611,90556.46061897278,624.9971389770508,88185.75310707092,0.6914146865603246,0.8411185725841205,0.6914146865603246,0.8411185725841205,1,1,1,1
MathArticles/wpmath0000004/Hyperkähler_manifold/3.xml,2,4336.992025375366,14582.4294090271,4187.970161437988,14128.993034362793,1,1,1,1,1,1,1,1
