File,Number of Operators,B+ Execution Time,Sequential Execution Time,Secondary Execution Time,B-Tree Execution Time,Clustering Execution Time,B+ Average Score,Sequential Average Score,Secondary Average Score,B-Tree Average Score,Clustering Average Score,B+ Max Score,Sequential Max Score,Secondary Max Score,B-Tree Max Score,Clustering Max Score
MathArticles/wpmath0000012/Curvelet/33.xml,7,218.75715255737305,109710.02650260925,2248.5716342926025,125.00166893005371,2315.065383911133,0.28356110190313727,0.419478696398201,0.38207018287786915,0.28356110190313727,0.38207018287786915,0.33503111471861474,0.43517055860805864,0.38876488095238093,0.33503111471861474,0.38876488095238093
MathArticles/wpmath0000004/Laguerre_polynomials/31.xml,15,174.6068000793457,146431.44130706787,29077.906847000122,205.18040657043457,29971.256732940674,0.26781019201646994,0.4261513781441318,0.40672836597761275,0.26781019201646994,0.40672836597761275,0.33544973544973544,0.4465911995501367,0.4435367303120926,0.33544973544973544,0.4435367303120926
MathArticles/wpmath0000012/Burau_representation/13.xml,12,181.8675994873047,207104.17580604553,13015.658140182495,187.58487701416016,13036.293029785156,0.1549035160769263,0.3043446256218346,0.2800682799844942,0.1549035160769263,0.2800682799844942,0.20123465282363587,0.33336357146228646,0.2863318484137146,0.20123465282363587,0.2863318484137146
MathArticles/wpmath0000002/Kaiser_window/4.xml,16,146.51083946228027,182426.99813842773,37231.985569000244,171.79346084594727,37021.32225036621,0.1729967191783633,0.39506462544725357,0.3855006506614917,0.1729967191783633,0.3855006506614917,0.20191941274687752,0.4127843651403861,0.39975565284388814,0.20191941274687752,0.39975565284388814
MathArticles/wpmath0000001/Mandelbrot_set/11.xml,2,2655.939817428589,78885.65230369568,13676.368474960327,2657.1881771087646,14007.121324539185,0.5979178981937603,0.6143041090790637,0.6111753074511695,0.5979178981937603,0.6111753074511695,0.636551724137931,0.636551724137931,0.636551724137931,0.636551724137931,0.636551724137931
MathArticles/wpmath0000013/Eutactic_star/0.xml,8,155.43675422668457,126309.87501144409,15340.15154838562,140.62738418579102,15896.552085876465,0.28274506358627466,0.4442436502677526,0.423584032558071,0.28274506358627466,0.423584032558071,0.33526330884745126,0.4647132878492528,0.4340644023439722,0.33526330884745126,0.4340644023439722
MathArticles/wpmath0000002/Lagrange_inversion_theorem/38.xml,7,577.4412155151367,105724.44891929626,19568.564414978027,546.8730926513672,19507.546186447144,0.4244282959285248,0.487479748534351,0.47449189235148237,0.4244282959285248,0.47449189235148237,0.4692006997977147,0.5033838473354603,0.5033838473354603,0.4692006997977147,0.5033838473354603
MathArticles/wpmath0000010/Freudenthal_magic_square/28.xml,3,107.44357109069824,88550.03499984741,15843.355417251587,125.0,15524.636507034302,0.2899011299435028,0.538777431862585,0.5385999148430219,0.2899011299435028,0.5385999148430219,0.2899011299435028,0.5608333333333333,0.5608333333333333,0.2899011299435028,0.5608333333333333
MathArticles/wpmath0000006/Georgi–Jarlskog_mass_relation/1.xml,1,93.64795684814453,81198.01425933838,109.29656028747559,78.12380790710449,94.39373016357422,0.47371118498204506,0.5957771471186105,0.5161858974358975,0.47371118498204506,0.5161858974358975,0.5263888888888889,0.6200396825396826,0.5166666666666667,0.5263888888888889,0.5166666666666667
MathArticles/wpmath0000003/Optical_cavity/0.xml,8,935.8847141265869,119173.8805770874,0.0,921.8733310699463,0.0,0.3639630131873824,0.4024429467445268,0,0.3639630131873824,0,0.4196979717813051,0.4196979717813051,0,0.4196979717813051,0
MathArticles/wpmath0000003/Dawson_function/0.xml,9,184.6599578857422,139884.2544555664,26981.590747833252,219.2225456237793,26717.050313949585,0.3494284625922466,0.42735626044241787,0.4141230498920455,0.3494284625922466,0.4141230498920455,0.40349378881987574,0.45049485538615974,0.42532075412510195,0.40349378881987574,0.42532075412510195
MathArticles/wpmath0000004/Dedekind_sum/12.xml,5,200.35815238952637,100996.21415138245,18389.816999435425,156.24427795410156,18239.593982696533,0.23917448741333774,0.4516537501796307,0.43720813552632715,0.23917448741333774,0.43720813552632715,0.29035714285714287,0.4606227106227106,0.45508474576271185,0.29035714285714287,0.45508474576271185
MathArticles/wpmath0000008/N-connected/21.xml,2,109.619140625,74151.7391204834,1078.1219005584717,125.4279613494873,1156.2473773956299,0.4472222222222222,0.6246469239869861,0.5863885616715452,0.4472222222222222,0.5863885616715452,0.5041666666666667,0.6372023809523809,0.6372023809523809,0.5041666666666667,0.6372023809523809
MathArticles/wpmath0000004/Total_variation/52.xml,6,127.17390060424805,109238.28768730164,437.50572204589844,140.63382148742676,501.53326988220215,0.2526222687410607,0.4329716846427108,0.36900044293201506,0.2526222687410607,0.36900044293201506,0.2701373626373626,0.45690721879746277,0.3866605616605616,0.2701373626373626,0.3866605616605616
