NTCIR12-MathWiki-1	xxx	Prime_zeta_function:28	1	0.43858689309056953	bplus
NTCIR12-MathWiki-1	xxx	Prime_zeta_function:25	2	0.4160685107376284	bplus
NTCIR12-MathWiki-1	xxx	Prime_zeta_function:26	3	0.4160685107376284	bplus
NTCIR12-MathWiki-1	xxx	Prime_zeta_function:27	4	0.4160685107376284	bplus
NTCIR12-MathWiki-1	xxx	Karplus-Strong_string_synthesis:0	5	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	KarplusStrong_string_synthesis:0	6	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	Angle_trisection:42	7	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	Angle_trisection:44	8	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	System_of_linear_equations:29	9	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	Matrix_calculus:267	10	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	Enneper_surface:17	11	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	Enneper_surface:19	12	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	Domain_coloring:7	13	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	Ringing_artifacts:5	14	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	ChenGackstatter_surface:3	15	0.40136262838468717	bplus
NTCIR12-MathWiki-1	xxx	Weyl_metrics:76	16	0.40136262838468717	bplus
NTCIR12-MathWiki-3	xxx	Word_lists_by_frequency:1	1	0.5241547209949272	bplus
NTCIR12-MathWiki-3	xxx	Hamming_bound:13	2	0.3859415584415584	bplus
NTCIR12-MathWiki-3	xxx	Golomb_coding:7	3	0.34966028416028416	bplus
NTCIR12-MathWiki-3	xxx	Binary_logarithm:81	4	0.3390808080808081	bplus
NTCIR12-MathWiki-3	xxx	Metallic_mean:24	5	0.33834848484848484	bplus
NTCIR12-MathWiki-3	xxx	Hamming_bound:32	6	0.3332169059011164	bplus
NTCIR12-MathWiki-3	xxx	Rounding:4	7	0.32916378066378066	bplus
NTCIR12-MathWiki-3	xxx	Binary_logarithm:84	8	0.3290808080808081	bplus
NTCIR12-MathWiki-3	xxx	Rounding:2	9	0.3093542568542568	bplus
NTCIR12-MathWiki-3	xxx	Rounding:1	10	0.30483044733044734	bplus
NTCIR12-MathWiki-4	xxx	On_Physical_Lines_of_Force:0	1	0.4613783537890681	bplus
NTCIR12-MathWiki-4	xxx	Acoustic_theory:31	2	0.2990692748809632	bplus
NTCIR12-MathWiki-4	xxx	Gravitoelectromagnetism:7	3	0.2983825037396466	bplus
NTCIR12-MathWiki-4	xxx	Electromagnetic_radiation:33	4	0.2813272788719217	bplus
NTCIR12-MathWiki-4	xxx	Curl_(mathematics):23	5	0.27508285103470753	bplus
NTCIR12-MathWiki-4	xxx	Inertial_wave:5	6	0.2744616071953257	bplus
NTCIR12-MathWiki-4	xxx	Displacement_current:23	7	0.26854884506814225	bplus
NTCIR12-MathWiki-4	xxx	Weibel_instability:15	8	0.2671086424245117	bplus
NTCIR12-MathWiki-4	xxx	Gravitoelectromagnetism:6	9	0.26202796707260995	bplus
NTCIR12-MathWiki-4	xxx	Stokes'_theorem:15	10	0.26147396614311974	bplus
NTCIR12-MathWiki-5	xxx	Backhouse's_constant:0	1	0.511331004453757	bplus
NTCIR12-MathWiki-5	xxx	Square_root_of_5:0	2	0.399868043719384	bplus
NTCIR12-MathWiki-5	xxx	Square_root_of_5:41	3	0.399868043719384	bplus
NTCIR12-MathWiki-5	xxx	Silver_ratio:1	4	0.3758236103912796	bplus
NTCIR12-MathWiki-5	xxx	History_of_Grandi's_series:6	5	0.31404607549067964	bplus
NTCIR12-MathWiki-5	xxx	Steven_Anson_Coons:4	6	0.30817451971587306	bplus
NTCIR12-MathWiki-5	xxx	Nested_radical:46	7	0.3077765097656243	bplus
NTCIR12-MathWiki-5	xxx	Skew_binary_number_system:1	8	0.3026426048222561	bplus
NTCIR12-MathWiki-5	xxx	Dirichlet's_unit_theorem:5	9	0.2996544213931432	bplus
NTCIR12-MathWiki-5	xxx	Estimation_lemma:28	10	0.29461596115731453	bplus
NTCIR12-MathWiki-6	xxx	Extended_periodic_table:4	1	0.3872411660589	bplus
NTCIR12-MathWiki-6	xxx	Unbinilium:1	2	0.3872411660589	bplus
NTCIR12-MathWiki-6	xxx	Extended_periodic_table:3	3	0.3639060082409836	bplus
NTCIR12-MathWiki-6	xxx	Unbinilium:0	4	0.3639060082409836	bplus
NTCIR12-MathWiki-6	xxx	Extended_periodic_table:12	5	0.29135159778956776	bplus
NTCIR12-MathWiki-6	xxx	Multiplicative_calculus:1	6	0.2724720105901425	bplus
